Record_ID,Company_Type,D-U-N-S@_Number,Latitude,Line_of_Business,Longtitude,Manufacturing_Indicator,Subsidiary_Status,Web_Address_(URL),Year_of_Founding,Auditors,Location_Type,Physical_Address,Physical_City,Physical_Country/Region,Physical_County,Physical_State,Physical_Zipcode,Primary_NAICS_Code,Primary_NAICS_Description
951235144,Private,12-380-8042,36.798412,TRANSPORTATION SERVICES,-76.33363,Manufacturer,Non-Subsidiary,,2024,,Single Location,25 CHARTOM CT,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021905,488999,All Other Support Activities for Transportation
951235145,Private,12-902-6616,36.83181,TRANSPORTATION SERVICES,-76.317711,Manufacturer,Non-Subsidiary,,2024,,Single Location,1510 TALLEY CIR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237043244,488999,All Other Support Activities for Transportation
951235146,Private,13-190-1513,36.7933,TRANSPORTATION SERVICES,-76.36686,Manufacturer,Non-Subsidiary,,2024,,Single Location,1200 ROOSEVELT BLVD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013722,488999,All Other Support Activities for Transportation
951235147,Private,12-884-2586,37.032113,TRANSPORTATION SERVICES,-76.34419,Manufacturer,Non-Subsidiary,,2024,,Single Location,111 POPLAR AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693150,488999,All Other Support Activities for Transportation
951235148,Private,12-923-1888,36.880595,TRANSPORTATION SERVICES,-76.403122,Manufacturer,Non-Subsidiary,,2024,,Single Location,4006 KETCH DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032577,488999,All Other Support Activities for Transportation
951235149,Private,11-931-5816,36.81568,WHOL DRUGS/SUNDRIES,-76.33661,Manufacturer,Non-Subsidiary,,2024,,Single Location,3003 PORTSMOUTH BLVD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046061,424210,Drugs and Druggists' Sundries Merchant Wholesalers
951235150,Private,13-331-6263,36.87839,TRANSPORTATION SERVICES,-76.39453,Manufacturer,Non-Subsidiary,,2024,,Single Location,4 WINDROSE CT,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035092,488999,All Other Support Activities for Transportation
951235151,Private,13-316-9187,36.8445,TRANSPORTATION SERVICES,-76.31839,Manufacturer,Non-Subsidiary,WWW.CITYLOGISTICSUSA.COM,2024,,Single Location,1608 SPRATLEY ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237041739,488999,All Other Support Activities for Transportation
951235152,Private,12-875-0609,36.853988,TRANSPORTATION SERVICES,-76.379187,Manufacturer,Non-Subsidiary,,2024,,Single Location,3220 CEDAR LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237034102,488999,All Other Support Activities for Transportation
951235153,Private,13-064-3431,36.79162,TRANSPORTATION SERVICES,-76.36854,Manufacturer,Non-Subsidiary,,2024,,Single Location,1 BELAFONTE CT,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013813,488999,All Other Support Activities for Transportation
951235154,Private,12-379-9711,37.026796,WHOL NONDURABLE GOODS,-76.432678,Manufacturer,Non-Subsidiary,,2024,,Single Location,10 COVENANT CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663674,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers
951235155,Private,09-608-6433,37.013584,FREIGHT TRANSPORTATION ARRANGEMENT,-76.354037,Manufacturer,Non-Subsidiary,,2023,,Single Location,213 IVY HOME RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694323,488510,Freight Transportation Arrangement
951235156,Private,07-705-7655,36.836157,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.342856,Manufacturer,Non-Subsidiary,,2023,,Single Location,2501 OAKLEAF PL APT 202,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072605,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235157,Private,08-463-2842,37.061611,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.30601,Manufacturer,Non-Subsidiary,,2023,,Single Location,705 ALLENDALE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691315,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235158,Private,06-510-3965,37.030423,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.417977,Manufacturer,Non-Subsidiary,,2023,,Single Location,3308 GREENWOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663805,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235159,Private,88-312-6539,36.820979,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.316995,Manufacturer,Non-Subsidiary,,2024,,Single Location,2308 CHARLESTON AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046408,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235160,Private,13-011-2031,37.05396,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.40332,Manufacturer,Non-Subsidiary,,2024,,Single Location,46 LUCINDA CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665768,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235161,Private,13-230-3557,36.81518,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.31164,Manufacturer,Non-Subsidiary,,2024,,Single Location,3107 ELM AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237047020,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235162,Private,05-559-7642,37.018712,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.416685,Manufacturer,Non-Subsidiary,,2023,,Single Location,119 BRIARWOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664713,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235163,Private,08-510-1837,36.86284,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.35218,Manufacturer,Non-Subsidiary,,2023,,Single Location,111 FRESNEL AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237034836,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235164,Private,06-824-8688,36.871363,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.403833,Manufacturer,Non-Subsidiary,,2023,,Single Location,179 PEPPERWOOD PL,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032769,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235165,Private,08-575-0619,36.828438,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.332928,Manufacturer,Non-Subsidiary,,2023,,Single Location,2705 TURNPIKE RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237074701,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235166,Private,13-222-8522,37.06125,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.44046,Manufacturer,Non-Subsidiary,,2024,,Single Location,3 STEELER CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665026,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235167,Private,12-552-9884,37.028088,LOCAL TRUCKING OPERATOR,-76.409049,Manufacturer,Non-Subsidiary,,2024,,Single Location,1119 GUTHRIE RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664541,484110,"General Freight Trucking, Local"
951235168,Private,12-923-5835,37.010868,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.355372,Manufacturer,Non-Subsidiary,,2024,,Single Location,244 REGENT ST APT 4,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236695344,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235169,Private,92-613-7477,37.013109,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.355029,Manufacturer,Non-Subsidiary,,2024,,Single Location,122 TURRET LN APT 1,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694387,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235170,Private,08-472-0511,37.021107,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.399426,Manufacturer,Non-Subsidiary,,2023,,Single Location,16 BRIAR DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611009,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235171,Private,12-736-1255,37.015893,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.325018,Manufacturer,Non-Subsidiary,,2024,,Single Location,251 BICKFORD ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631818,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235172,Private,13-300-3989,36.82395,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.36779,Manufacturer,Non-Subsidiary,,2024,,Single Location,31 POLLUX CIR W,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012029,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235173,Private,13-190-5829,37.03563,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.3341,Manufacturer,Non-Subsidiary,,2024,,Single Location,5 CHICHESTER AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692411,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235174,Private,13-062-7596,36.81476,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.34259,Manufacturer,Non-Subsidiary,,2024,,Single Location,112 IVEY ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013548,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235175,Private,04-057-9528,37.064288,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.337024,Manufacturer,Non-Subsidiary,,2023,,Single Location,342 DEATON DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691843,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235176,Private,12-379-9464,37.03546,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.354651,Manufacturer,Non-Subsidiary,,2024,,Single Location,220 ALBERT E SIMPSON ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693072,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235177,Private,12-878-0450,37.055949,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.414468,Manufacturer,Non-Subsidiary,,2024,,Single Location,15 SWEET GUM PL,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236666814,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235178,Private,13-301-3098,36.82813,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.36094,Manufacturer,Non-Subsidiary,,2024,,Single Location,4612 RACE ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072733,236118,Residential Remodelers
951235179,Private,08-465-9095,37.023429,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.393159,Manufacturer,Non-Subsidiary,,2023,,Single Location,53 ROCKINGHAM DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693696,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235180,Private,13-299-6577,36.83741,LOCAL TRUCKING OPERATOR,-76.35069,Manufacturer,Non-Subsidiary,,2024,,Single Location,3710 PRINCETON PL APT J6,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072435,484110,"General Freight Trucking, Local"
951235181,Private,13-242-1817,37.03008,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.39168,Manufacturer,Non-Subsidiary,,2024,,Single Location,508 FISHERS CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664180,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235182,Private,13-195-6551,37.01997,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.38159,Manufacturer,Non-Subsidiary,,2024,,Single Location,4 DUNDEE RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693709,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235183,Private,13-063-5770,37.00259,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.3869,Manufacturer,Non-Subsidiary,,2024,,Single Location,403 DARNABY AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612620,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235184,Private,12-901-3724,37.01769,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.418951,Manufacturer,Non-Subsidiary,,2024,,Single Location,110 BOWEN DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664708,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235185,Private,93-095-3075,37.026252,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.424369,Manufacturer,Non-Subsidiary,,2024,,Single Location,248 MARTHA LEE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663789,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235186,Private,88-419-3769,37.013004,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.369429,Manufacturer,Non-Subsidiary,,2024,,Single Location,410 COLONIAL AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611514,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235187,Private,13-316-2559,37.08421,LOCAL TRUCKING OPERATOR,-76.43189,Manufacturer,Non-Subsidiary,,2024,,Single Location,131 FAIRMONT DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661445,484110,"General Freight Trucking, Local"
951235188,Private,05-342-4616,37.063079,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.340647,Manufacturer,Non-Subsidiary,,2023,,Single Location,2 LITTLE OAK LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691873,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235189,Private,08-532-6666,37.04727,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.445376,Manufacturer,Non-Subsidiary,,2023,,Single Location,1 PALISADE PT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236666029,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235190,Private,08-519-7223,37.042203,SHRUB/TREE SERVICES,-76.308305,Manufacturer,Non-Subsidiary,,2023,,Single Location,2005 WHITMAN PL,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631230,561730,Landscaping Services
951235191,Private,13-303-3556,37.06477,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.42471,Manufacturer,Non-Subsidiary,,2024,,Single Location,1 SCARBOROUGH DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661489,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235192,Private,13-217-8373,37.052728,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.28503,Manufacturer,Non-Subsidiary,,2024,,Single Location,784 N FIRST ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641504,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235193,Private,13-188-7897,37.00963,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.35635,Manufacturer,Non-Subsidiary,,2024,,Single Location,200 REGENT ST APT 4,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236695327,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235194,Private,13-190-4340,36.8018,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.35664,Manufacturer,Non-Subsidiary,,2024,,Single Location,1506 STRATFORD ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013333,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235195,Private,13-159-0495,37.068006,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.384442,Manufacturer,Non-Subsidiary,,2024,,Single Location,1 SACRAMENTO DR APT 11,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661675,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235196,Private,13-089-3021,36.83946,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.31116,Manufacturer,Non-Subsidiary,,2024,,Single Location,1025 BLAIR ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237042209,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235197,Private,12-387-7405,37.03755,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.31368,Manufacturer,Non-Subsidiary,,2024,,Single Location,534 SHELTON RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632110,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235198,Private,13-252-2511,37.00719,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.38618,Manufacturer,Non-Subsidiary,,2024,,Single Location,702 KENTUCKY AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612321,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235199,Private,05-985-5102,37.050618,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.315129,Manufacturer,Non-Subsidiary,,2023,,Single Location,181 LOCH CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236695526,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235200,Private,08-455-1321,36.798353,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.342482,Manufacturer,Non-Subsidiary,,2023,,Single Location,117 FRANCIS ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021803,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235201,Private,11-994-9262,37.09627,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.42039,Manufacturer,Non-Subsidiary,,2023,,Single Location,201 APOLLO WAY,HAMPTON,USA,YORK,VIRGINIA,236652492,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235202,Private,13-248-1937,36.79092,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.35954,Manufacturer,Non-Subsidiary,,2024,,Single Location,902 LISTON LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237014005,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235203,Private,12-920-6908,36.835593,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.335024,Manufacturer,Non-Subsidiary,,2024,,Single Location,1117 MT VERNON AVE APT A,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237073533,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235204,Private,13-305-4970,36.80194,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.37029,Manufacturer,Non-Subsidiary,,2024,,Single Location,1526 DARREN CIR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013102,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235205,Private,13-344-0690,37.04427,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.30353,Manufacturer,Non-Subsidiary,,2024,,Single Location,1790 NEWTON RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631234,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235206,Private,11-975-8268,37.0058,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.38571,Manufacturer,Non-Subsidiary,,2023,,Single Location,606 KENTUCKY AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612319,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235207,Private,12-899-3791,37.022544,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.354685,Manufacturer,Non-Subsidiary,WWW.HANDYWISELLC.COM,2024,,Single Location,421 LEE ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693920,236118,Residential Remodelers
951235208,Private,13-197-0344,37.05949,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.30192,Manufacturer,Non-Subsidiary,WWW.SAWMILL.DIRECTORY,2024,,Single Location,547 FOX HILL RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691600,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235209,Private,13-073-3369,36.82359,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.32017,Manufacturer,Non-Subsidiary,,2024,,Single Location,1915 AZALEA AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045409,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235210,Private,12-877-7184,37.056907,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.398873,Manufacturer,Non-Subsidiary,,2024,,Single Location,1428 PAUL JACK DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662423,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235211,Private,13-299-2995,36.80646,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.35778,Manufacturer,Non-Subsidiary,,2024,,Single Location,703 CAVALIER BLVD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013301,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235212,Private,13-193-6414,37.02192,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.31862,Manufacturer,Non-Subsidiary,WWW.LOCALSBACKBONE.ORG,2024,,Single Location,611 E MERCURY BLVD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632257,236118,Residential Remodelers
951235213,Private,12-390-0848,37.04156,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.4268,Manufacturer,Non-Subsidiary,,2024,,Single Location,826 ARLINGTON TER,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662828,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235214,Private,12-382-1149,36.877635,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.38211,Manufacturer,Non-Subsidiary,,2024,,Single Location,4037 WEYANOKE DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032027,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235215,Private,12-892-7199,37.038686,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.354344,Manufacturer,Non-Subsidiary,,2024,,Single Location,1216 QUASH ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692714,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235216,Private,13-090-2944,36.80175,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.31519,Manufacturer,Non-Subsidiary,,2024,,Single Location,66 BAINBRIDGE AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237022248,236118,Residential Remodelers
951235217,Private,12-946-7896,36.80413,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.38985,Manufacturer,Non-Subsidiary,,2024,,Single Location,103 GARY PLAYER RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012110,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235218,Private,12-681-7323,36.814671,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.375651,Manufacturer,Non-Subsidiary,,2024,,Single Location,1103 TATEM AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012242,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235219,Private,12-761-8857,37.047259,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.317129,Manufacturer,Non-Subsidiary,,2024,,Single Location,1518 CANAVAN DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631923,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235220,Private,13-217-0327,37.03984,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.42013,Manufacturer,Non-Subsidiary,,2024,,Single Location,16 KINGSBURY WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662989,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235221,Private,13-189-2716,36.82827,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.3073,Manufacturer,Non-Subsidiary,,2024,,Single Location,809 SCOTT ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044735,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235222,Private,03-750-4712,37.060778,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.303394,Manufacturer,Non-Subsidiary,,2023,,Single Location,530 STOCKTON ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691367,236115,New Single-Family Housing Construction (except For-Sale Builders)
